Date, Realm, RealmType, NodeName, SessionID, User, SourcePage, SourceArea, DestPage, DestArea, Type, Status, AppMetricName, AppMetric, AppDimension1, AppDimension2, AppInfo, Referer, AcceptLanguages, UserAgent, TestShortId, TestId, TestLine, AQL Queries,AQL QueriesMillis,Working Set,AQL Rows Fetched,AQL Rows FetchedMillis,ClusterRoot Reconstitutions,ClusterRoot ReconstitutionsMillis,Commits,CommitsMillis,ObjectCopies,SQL Updates,SQL UpdatesMillis,SQL Queries,SQL QueriesMillis,UpdateAttrsBlob,SQL Commits,SQL CommitsMillis,Connection Permit,Connection PermitMillis,JDBC Connection,JDBC ConnectionMillis,Response Size,Page Generation,Element Id Instantiations,visibilityExprEval,visibilityExprEvalMillis,editabilityExprEval,editabilityExprEvalMillis,validityExprEval,validityExprEvalMillis,Thread CPU TimeMillis,RuntimeMillis,
Sun Sep 05 22:26:20 PDT 2010,System,Production,Node1,AEF093D6189F07AB48C4C04CF1BF57A1:10.12.105.84,,"ariba.ui.sso.SSOActions","loginPage",ariba/ui/sso/SSOMain,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/ad/logout/SSOActions?awsso_su=aHR0cDovL21yZWRkeTo4MTUwL1NvdXJjaW5nL01haW4%2FcmVhbG09czRBbGwmcGFzc3dvcmRhZGFwdGVyPVBhc3N3b3JkQWRhcHRlcjE%3D%3AwJN0eNMfrTV2jU4QueGlyaZbh4k%3D&awsso_lu=aHR0cDovL21yZWRkeTo4MTUwL1NvdXJjaW5nL01haW4vYWQvY2xpZW50TG9nb3V0L1NTT0FjdGlvbnM%3D%3AAU2EFOuVIddKVA6YdHsnWFjYRqw%3D","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,6,,,,,,,,,,,,,,,,,,,19156,18787,,,,,,,,30,161,
Sun Sep 05 22:26:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33989,0,,,,,,,,0,1,
Sun Sep 05 22:26:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,0,,,,,,,,0,0,
Sun Sep 05 22:26:20 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43120,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93299,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94130,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79323,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9374,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32154,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,0,,,,,,,,0,0,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,,,,,,,,0,1,
Sun Sep 05 22:26:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,0,,,,,,,,0,0,
Sun Sep 05 22:27:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","RealmAutoManageTask",,,Task,Success,,,,,,,,,,,,1,3,1,1,0,,,3,11,3,2,4,1,1,,2,3,3,0,3,0,,,,,,,,,,,60,
Sun Sep 05 22:27:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","UpdateSignatureTasksTask",,,Task,Success,,,,,,,,,,,,2,44,1,1,0,,,4,11,3,2,4,2,41,,2,3,4,0,4,1,,,,,,,,,,,87,
Sun Sep 05 22:29:50 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextAttrsBlobIndexRepeatedTask",,,Task,Success,,,,,,,,,,,,1,19,1,1,0,,,3,23,3,3,18,31,176,,2,2,33,1,33,4,,,,,,,,,,,290277,
Sun Sep 05 22:30:00 PDT 2010,,,Node1,:,,"CoreServer-None","EDMDataExtractTask",,,Task,Success,,,,,,,,,,,,1,2,1,1,0,,,3,11,3,2,6,1,2,,2,2,3,0,3,0,,,,,,,,,,,35,
Sun Sep 05 22:30:00 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextNotesBlobIndexTask",,,Task,Success,,,,,,,,,,,,1,5,1,1,0,,,3,28,3,2,2,2,4,,2,2,4,0,4,1,,,,,,,,,,,34,
Sun Sep 05 22:30:00 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextFileBlobIndexTask",,,Task,Success,,,,,,,,,,,,1,2,1,1,0,,,3,7,3,2,2,2,2,,2,4,4,0,4,0,,,,,,,,,,,10,
Sun Sep 05 22:30:00 PDT 2010,,,Node1,:,,"CoreServer-None","PostUpgradeTask",,,Task,Success,,,,,,,,,,,,1,4,4,1,0,,,3,5,6,2,2,4,63,,2,2,6,0,6,0,,,,,,,,,,,96,
Sun Sep 05 22:32:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","RealmAutoManageTask",,,Task,Success,,,,,,,,,,,,1,3,1,1,0,,,3,7,3,2,2,1,1,,2,2,3,0,3,0,,,,,,,,,,,45,
Sun Sep 05 22:32:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","UpdateSignatureTasksTask",,,Task,Success,,,,,,,,,,,,2,4,1,1,0,,,4,5,3,2,2,2,1,,2,2,4,0,4,0,,,,,,,,,,,46,
Sun Sep 05 22:34:50 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextAttrsBlobIndexRepeatedTask",,,Task,Success,,,,,,,,,,,,1,2,1,1,0,,,3,9,3,2,2,31,37,,2,6,33,0,33,1,,,,,,,,,,,290081,
Sun Sep 05 22:35:00 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextNotesBlobIndexTask",,,Task,Success,,,,,,,,,,,,1,4,1,1,0,,,3,17,3,2,2,2,2,,2,3,4,0,4,0,,,,,,,,,,,24,
Sun Sep 05 22:35:00 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextFileBlobIndexTask",,,Task,Success,,,,,,,,,,,,1,6,1,1,0,,,3,9,3,2,2,2,2,,2,3,4,0,4,0,,,,,,,,,,,21,
Sun Sep 05 22:35:00 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","PostUpgradeTask",,,Task,Success,,,,,,,,,,,,1,4,1,1,0,,,3,6,3,2,2,4,5,,2,2,6,0,6,0,,,,,,,,,,,31,
Sun Sep 05 22:37:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","RealmAutoManageTask",,,Task,Success,,,,,,,,,,,,1,3,1,1,0,,,3,19,3,2,2,1,2,,2,15,3,1,3,1,,,,,,,,,,,51,
Sun Sep 05 22:37:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","UpdateSignatureTasksTask",,,Task,Success,,,,,,,,,,,,2,5,1,1,0,,,4,21,3,2,1,2,1,,2,17,4,1,4,1,,,,,,,,,,,54,
Sun Sep 05 22:39:50 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextAttrsBlobIndexRepeatedTask",,,Task,Success,,,,,,,,,,,,1,9,1,1,0,,,3,46,3,2,3,31,90,,2,39,33,0,33,4,,,,,,,,,,,290221,
Sun Sep 05 22:40:00 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextNotesBlobIndexTask",,,Task,Success,,,,,,,,,,,,1,5,1,1,0,,,3,10,3,2,2,2,4,,2,1,4,0,4,4,,,,,,,,,,,14,
Sun Sep 05 22:40:00 PDT 2010,,,Node1,:,,"CoreServer-None","PostUpgradeTask",,,Task,Success,,,,,,,,,,,,1,7,1,1,0,,,3,11,3,2,4,1,5,,2,2,3,0,3,0,,,,,,,,,,,16,
Sun Sep 05 22:40:00 PDT 2010,,,Node1,:,,"CoreServer-None","UpdateFreeTextFileBlobIndexTask",,,Task,Success,,,,,,,,,,,,1,2,1,1,0,,,3,8,3,2,2,2,2,,2,3,4,0,4,4,,,,,,,,,,,14,
Sun Sep 05 22:41:53 PDT 2010,s4All,Production,Node1,AEF093D6189F07AB48C4C04CF1BF57A1:10.12.105.84,molson,"ariba.ui.sso.SSOActions","login",ariba/ui/aribaweb/core/AWRedirect,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/ad/loginPage/SSOActions?awsso_cc=cGFzc3dvcmRhZGFwdGVyOlVHRnpjM2R2Y21SQlpHRndkR1Z5TVE9PTtyZWFsbTpjelJCYkd3PTthd3Nzb19ydTphSFIwY0RvdkwyMXlaV1JrZVRvNE1UVXdMMU52ZFhKamFXNW5MMDFoYVc0L2NtVmhiRzA5Y3pSQmJHd21jR0Z6YzNkdmNtUmhaR0Z3ZEdWeVBWQmhjM04zYjNKa1FXUmhjSFJsY2pFPTthd3Nzb19sdTphSFIwY0RvdkwyMXlaV1JrZVRvNE1UVXdMMU52ZFhKamFXNW5MMDFoYVc0dllXUXZZMnhwWlc1MFRHOW5iM1YwTDFOVFQwRmpkR2x2Ym5NPTthd3Nzb19hcDpRVU5OO2F3c3NvX2FyaWQ6TVRJNE16YzFNRGM0TURZME5RPT07YXdzc29fa3U6YUhSMGNEb3ZMMjF5WldSa2VUbzRNVFV3TDFOdmRYSmphVzVuTDAxaGFXNHZZV1F2WTJ4cFpXNTBTMlZsY0VGc2FYWmxMMU5UVDBGamRHbHZibk09O2F3c3NvX2ZsOk1RPT0%3D%3AWJ3c1P1A0r4osDKYW1M0RGn8BIM%3D&awsso_ap=ACM&awsso_hpk=true&passwordadapter=PasswordAdapter1&realm=s4All&awsr=true","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,23,1056,271,138,0,102,743,19,2826,77,131,2638,273,1522,1,15,28,172,1,172,11,209,209,,,,,,,,1040,6857,
Sun Sep 05 22:41:53 PDT 2010,s4All,Production,Node1,AEF093D6189F07AB48C4C04CF1BF57A1:10.12.105.84,molson,"ariba.ui.sso.SSOActions","loginRedirect",,,,Success,,,,,,"http://mreddy:8150/Sourcing/Main/ad/loginPage/SSOActions?awsso_cc=cGFzc3dvcmRhZGFwdGVyOlVHRnpjM2R2Y21SQlpHRndkR1Z5TVE9PTtyZWFsbTpjelJCYkd3PTthd3Nzb19ydTphSFIwY0RvdkwyMXlaV1JrZVRvNE1UVXdMMU52ZFhKamFXNW5MMDFoYVc0L2NtVmhiRzA5Y3pSQmJHd21jR0Z6YzNkdmNtUmhaR0Z3ZEdWeVBWQmhjM04zYjNKa1FXUmhjSFJsY2pFPTthd3Nzb19sdTphSFIwY0RvdkwyMXlaV1JrZVRvNE1UVXdMMU52ZFhKamFXNW5MMDFoYVc0dllXUXZZMnhwWlc1MFRHOW5iM1YwTDFOVFQwRmpkR2x2Ym5NPTthd3Nzb19hcDpRVU5OO2F3c3NvX2FyaWQ6TVRJNE16YzFNRGM0TURZME5RPT07YXdzc29fa3U6YUhSMGNEb3ZMMjF5WldSa2VUbzRNVFV3TDFOdmRYSmphVzVuTDAxaGFXNHZZV1F2WTJ4cFpXNTBTMlZsY0VGc2FYWmxMMU5UVDBGamRHbHZibk09O2F3c3NvX2ZsOk1RPT0%3D%3AWJ3c1P1A0r4osDKYW1M0RGn8BIM%3D&awsso_ap=ACM&awsso_hpk=true&passwordadapter=PasswordAdapter1&realm=s4All&awsr=true","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,2,,,,,,,,,,,,,,,,,,,2547,2467,,,,,,,,0,0,
Sun Sep 05 22:41:53 PDT 2010,s4All,Production,Node1,:,,"ariba.collaborate.appui.DirectAction","default",ariba/ui/aribaweb/core/AWRedirect,,User,Success,,,,,,,,,,,,6,29,90,18,0,,,5,205,78,5,109,17,26,,3,5,20,0,20,0,145,145,,,,,,,,150,334,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/dashboard/component/DashboardMain","refresh",ariba/dashboard/component/DashboardMain,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/ad/loginRedirect/SSOActions?awr=2&u=an2IZIGE&realm=s4All","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,10,38,45,135,0,,,1,19,4,20,12,10,27,,1,1,11,0,11,0,105407,105195,14,,,,,,,190,1269,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33989,0,,,,,,,,20,17,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93299,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94130,0,,,,,,,,0,17,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,0,,,,,,,,10,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,0,,,,,,,,0,0,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,,,,,,,,0,1,
Sun Sep 05 22:41:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,0,,,,,,,,0,1,
Sun Sep 05 22:41:56 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9093,0,,,,,,,,0,0,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,,,,,,,,0,10,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,,,,,,,,0,11,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba.collaborate.dashboard.CollaborateMainActionsController","createNewProjectOfType",ariba/collaborate/projectui/CreateProjectDetailsPage,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,20,411,243,39,0,131,2523,7,332,145,30,286,375,2272,1,5,18,70,0,70,5,69582,71713,416,17,385,2,0,,,1500,5532,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,0,,,,,,,,0,1,
